v_products_model,v_products_name_1,v_products_description_1,v_products_url_1,v_products_image,v_products_images_image_1,v_products_images_htmlcontent_1,v_products_images_image_2,v_products_images_htmlcontent_2,v_products_images_image_3,v_products_images_htmlcontent_3,v_products_images_image_4,v_products_images_htmlcontent_4,v_products_images_image_5,v_products_images_htmlcontent_5,v_products_images_image_6,v_products_images_htmlcontent_6,v_products_images_image_7,v_products_images_htmlcontent_7,v_products_price,v_products_specials_price,v_products_quantity,v_products_weight,v_date_avail,v_date_added,v_categories_image_1,v_categories_name_1_1,v_categories_image_2,v_categories_name_2_1,v_categories_image_3,v_categories_name_3_1,v_categories_image_4,v_categories_name_4_1,v_categories_image_5,v_categories_name_5_1,v_categories_image_6,v_categories_name_6_1,v_categories_image_7,v_categories_name_7_1,v_manufacturers_name,v_attribute_options_id_1,v_attribute_options_name_1_1,v_attribute_options_id_2,v_attribute_options_name_2_1,v_attribute_options_id_3,v_attribute_options_name_3_1,v_attribute_values_id_3_1,v_attribute_values_name_3_1_1,v_attribute_values_price_3_1,v_attribute_values_id_3_2,v_attribute_values_name_3_2_1,v_attribute_values_price_3_2,v_attribute_values_id_3_3,v_attribute_values_name_3_3_1,v_attribute_values_price_3_3,v_attribute_values_id_3_4,v_attribute_values_name_3_4_1,v_attribute_values_price_3_4,v_attribute_values_id_3_5,v_attribute_values_name_3_5_1,v_attribute_values_price_3_5,v_attribute_options_id_4,v_attribute_options_name_4_1,v_attribute_values_id_4_1,v_attribute_values_name_4_1_1,v_attribute_values_price_4_1,v_attribute_values_id_4_2,v_attribute_values_name_4_2_1,v_attribute_values_price_4_2,v_attribute_values_id_4_3,v_attribute_values_name_4_3_1,v_attribute_values_price_4_3,v_attribute_values_id_4_4,v_attribute_values_name_4_4_1,v_attribute_values_price_4_4,v_attribute_options_id_5,v_attribute_options_name_5_1,v_attribute_values_id_5_1,v_attribute_values_name_5_1_1,v_attribute_values_price_5_1,v_attribute_values_id_5_2,v_attribute_values_name_5_2_1,v_attribute_values_price_5_2,v_tax_class_title,v_status,EOREOR
Motherboard,MB.R9702.003,,,,,,,,,,,,,,,,,,250,,100,1,,6/2/2014 10:30,,MOTHERBOARD,,ACER,,ACER MOTHERBOARD,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Motherboard,NB.Y1111.001,,,,,,,,,,,,,,,,,,250,,100,1,,6/2/2014 10:30,,MOTHERBOARD,,ACER,,ACER MOTHERBOARD,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Motherboard,NB.RYR11.001,,,,,,,,,,,,,,,,,,250,,100,1,,6/2/2014 10:30,,MOTHERBOARD,,ACER,,ACER MOTHERBOARD,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Motherboard,NB.M1711.001,,,,,,,,,,,,,,,,,,250,,100,1,,6/2/2014 10:30,,MOTHERBOARD,,ACER,,ACER MOTHERBOARD,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Motherboard,NB.C1F11.001,,,,,,,,,,,,,,,,,,250,,100,1,,6/2/2014 10:30,,MOTHERBOARD,,ACER,,ACER MOTHERBOARD,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Motherboard,NB.C0A11.001,,,,,,,,,,,,,,,,,,250,,100,1,,6/2/2014 10:30,,MOTHERBOARD,,ACER,,ACER MOTHERBOARD,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Motherboard,MB.SG50P.007,,,,,,,,,,,,,,,,,,250,,100,1,,6/2/2014 10:30,,MOTHERBOARD,,ACER,,ACER MOTHERBOARD,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Motherboard,MB.SAM09.001,,,,,,,,,,,,,,,,,,250,,100,1,,6/2/2014 10:30,,MOTHERBOARD,,ACER,,ACER MOTHERBOARD,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Motherboard,MB.RR706.001,,,,,,,,,,,,,,,,,,250,,100,1,,6/2/2014 10:30,,MOTHERBOARD,,ACER,,ACER MOTHERBOARD,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Motherboard,MB.R4602.001,,,,,,,,,,,,,,,,,,250,,100,1,,6/2/2014 10:30,,MOTHERBOARD,,ACER,,ACER MOTHERBOARD,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Motherboard,MB.GAU07.001,,,,,,,,,,,,,,,,,,250,,100,1,,6/2/2014 10:30,,MOTHERBOARD,,ACER,,ACER MOTHERBOARD,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Motherboard,MB.PJJ06.001,,,,,,,,,,,,,,,,,,250,,100,1,,6/2/2014 10:30,,MOTHERBOARD,,ACER,,ACER MOTHERBOARD,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Power supply,PY.3000B.016,,,,,,,,,,,,,,,,,,30,,100,1,,6/2/2014 10:30,,DESKTOP POWER SUPPLY,,ACER,,ACER DESKTOP POWER SUPPLY,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Thermal Grease,922-7144,,,,,,,,,,,,,,,,,,10,,100,1,,6/2/2014 10:30,,GREASE,,APPLE,,APPLE GREACE,,,,,,,,,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Right fan,922-8702,,,,,,,,,,,,,,,,,,25,,100,1,,6/2/2014 10:30,,FAN,,APPLE,,APPLE FAN,,,,,,,,,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Ac-Adapter,661-6403,,,,,,,,,,,,,,,,,,39,,100,1,,6/2/2014 10:30,,ADAPTER,,APPLE,,APPLE ADAPTER,,,,,,,,,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Ac-Adapter,661-5730,,,,,,,,,,,,,,,,,,39,,100,1,,6/2/2014 10:30,,ADAPTER,,APPLE,,APPLE ADAPTER,,,,,,,,,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Ac-Adapter,661-5597,,,,,,,,,,,,,,,,,,39,,100,1,,6/2/2014 10:30,,ADAPTER,,APPLE,,APPLE ADAPTER,,,,,,,,,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Hard drive 500 GB,661-6088,,,,,,,,,,,,,,,,,,80,,100,1,,6/2/2014 10:30,,HDD,,APPLE,,APPLE HDD,,,,,,,,,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
500GB Hard drive,661-6109,,,,,,,,,,,,,,,,,,80,,100,1,,6/2/2014 10:30,,HDD,,APPLE,,APPLE HDD,,,,,,,,,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
TCA with keyboard,661-6532,,,,,,,,,,,,,,,,,,350,,100,1,,6/2/2014 10:30,,OTHER,,APPLE,,APPLE OTHER,,,,,,,,,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
TCA with keybd,661-5854,,,,,,,,,,,,,,,,,,350,,100,1,,6/2/2014 10:30,,OTHER,,APPLE,,APPLE OTHER,,,,,,,,,APPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
GRAY SILICONE GREASE,GRYGREASE2,,,,,,,,,,,,,,,,,,10,,100,1,,6/2/2014 10:30,,GREASE,,ASSORTED,,ASSORTED GREASE,,,,,,,,,ASSORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Slim Hard Drive 7mm,LHD-320/5400/s/7mm,,,,,,,,,,,,,,,,,,80,,100,1,,6/2/2014 10:30,,HDD,,ASSORTED,,ASSORTED HDD,,,,,,,,,ASSORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
hdd,hd/500/7200/s,,,,,,,,,,,,,,,,,,80,,100,1,,6/2/2014 10:30,,HDD,,ASSORTED,,ASSORTED HDD,,,,,,,,,ASSORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Hard Drive 640GB,LHD/640/5400/s,,,,,,,,,,,,,,,,,,80,,100,1,,6/2/2014 10:30,,HDD,,ASSORTED,,ASSORTED HDD,,,,,,,,,ASSORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Hard Drive 500GB,HD/500/5400/S,,,,,,,,,,,,,,,,,,80,,100,1,,6/2/2014 10:30,,HDD,,ASSORTED,,ASSORTED HDD,,,,,,,,,ASSORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Hard Drive 1TB,LHD/1000/5400/S,,,,,,,,,,,,,,,,,,80,,100,1,,6/2/2014 10:30,,HDD,,ASSORTED,,ASSORTED HDD,,,,,,,,,ASSORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Hard Drive 160GB,LHD/160/5400/s,,,,,,,,,,,,,,,,,,80,,100,1,,6/2/2014 10:30,,HDD,,ASSORTED,,ASSORTED HDD,,,,,,,,,ASSORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
hard drive,LHD-750/5400/S/new,,,,,,,,,,,,,,,,,,80,,100,1,,6/2/2014 10:30,,HDD,,ASSORTED,,ASSORTED HDD,,,,,,,,,ASSORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Hard Drive,LHD/750/7200/S,,,,,,,,,,,,,,,,,,80,,100,1,,6/2/2014 10:30,,HDD,,ASSORTED,,ASSORTED HDD,,,,,,,,,ASSORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
hard drive,lhd/750/5400/s,,,,,,,,,,,,,,,,,,80,,100,1,,6/2/2014 10:30,,HDD,,ASSORTED,,ASSORTED HDD,,,,,,,,,ASSORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
hard drive,lhd/650/5400/s,,,,,,,,,,,,,,,,,,80,,100,1,,6/2/2014 10:30,,HDD,,ASSORTED,,ASSORTED HDD,,,,,,,,,ASSORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Hard Drive,LHD/640/7200/S,,,,,,,,,,,,,,,,,,80,,100,1,,6/2/2014 10:30,,HDD,,ASSORTED,,ASSORTED HDD,,,,,,,,,ASSORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Hard Drive,LHD/640/5400S,,,,,,,,,,,,,,,,,,80,,100,1,,6/2/2014 10:30,,HDD,,ASSORTED,,ASSORTED HDD,,,,,,,,,ASSORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Hard Drive,LHD/640/5400,,,,,,,,,,,,,,,,,,80,,100,1,,6/2/2014 10:30,,HDD,,ASSORTED,,ASSORTED HDD,,,,,,,,,ASSORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Hard Drive,LHD/500/7200/S,,,,,,,,,,,,,,,,,,80,,100,1,,6/2/2014 10:30,,HDD,,ASSORTED,,ASSORTED HDD,,,,,,,,,ASSORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Hard Drive,LHD/500/5400/S,,,,,,,,,,,,,,,,,,80,,100,1,,6/2/2014 10:30,,HDD,,ASSORTED,,ASSORTED HDD,,,,,,,,,ASSORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Hard Drive,LHD/320/7200/S,,,,,,,,,,,,,,,,,,80,,100,1,,6/2/2014 10:30,,HDD,,ASSORTED,,ASSORTED HDD,,,,,,,,,ASSORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
hard drive,lhd/1tb/7200/s,,,,,,,,,,,,,,,,,,80,,100,1,,6/2/2014 10:30,,HDD,,ASSORTED,,ASSORTED HDD,,,,,,,,,ASSORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Hard Drive,LHD/1TB/5400/S,,,,,,,,,,,,,,,,,,80,,100,1,,6/2/2014 10:30,,HDD,,ASSORTED,,ASSORTED HDD,,,,,,,,,ASSORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Hard Drive,LHD/1TB/5400/s,,,,,,,,,,,,,,,,,,80,,100,1,,6/2/2014 10:30,,HDD,,ASSORTED,,ASSORTED HDD,,,,,,,,,ASSORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
hard drive,hdd/1tb /5400/s,,,,,,,,,,,,,,,,,,80,,100,1,,6/2/2014 10:30,,HDD,,ASSORTED,,ASSORTED HDD,,,,,,,,,ASSORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
hard drive,HD/2TB/7200/S,,,,,,,,,,,,,,,,,,80,,100,1,,6/2/2014 10:30,,HDD,,ASSORTED,,ASSORTED HDD,,,,,,,,,ASSORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Hard drive,HD/2T/7200/S,,,,,,,,,,,,,,,,,,80,,100,1,,6/2/2014 10:30,,HDD,,ASSORTED,,ASSORTED HDD,,,,,,,,,ASSORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Hard Drive,HD/2000/7200/S,,,,,,,,,,,,,,,,,,80,,100,1,,6/2/2014 10:30,,HDD,,ASSORTED,,ASSORTED HDD,,,,,,,,,ASSORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Hard drive,HD/1TB/7200/S,,,,,,,,,,,,,,,,,,80,,100,1,,6/2/2014 10:30,,HDD,,ASSORTED,,ASSORTED HDD,,,,,,,,,ASSORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Hard drive,HD/1T/7200/S,,,,,,,,,,,,,,,,,,80,,100,1,,6/2/2014 10:30,,HDD,,ASSORTED,,ASSORTED HDD,,,,,,,,,ASSORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Hard Drive,HD/1500/7200/S,,,,,,,,,,,,,,,,,,80,,100,1,,6/2/2014 10:30,,HDD,,ASSORTED,,ASSORTED HDD,,,,,,,,,ASSORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Hard Drive,HD/1000/7200/S,,,,,,,,,,,,,,,,,,80,,100,1,,6/2/2014 10:30,,HDD,,ASSORTED,,ASSORTED HDD,,,,,,,,,ASSORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Hard Disk,lhd-500/5400/s,,,,,,,,,,,,,,,,,,80,,100,1,,6/2/2014 10:30,,HDD,,ASSORTED,,ASSORTED HDD,,,,,,,,,ASSORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Hard DIsk,LHD/320/5400/S,,,,,,,,,,,,,,,,,,80,,100,1,,6/2/2014 10:30,,HDD,,ASSORTED,,ASSORTED HDD,,,,,,,,,ASSORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
7mm 500GB HDD,7mm 500GB HDD,,,,,,,,,,,,,,,,,,80,,100,1,,6/2/2014 10:30,,HDD,,ASSORTED,,ASSORTED HDD,,,,,,,,,ASSORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
LED panel,LP156WH4,,,,,,,,,,,,,,,,,,135,,100,1,,6/2/2014 10:30,,LCD PANEL ONLY,,ASSORTED,,MIXED LCD PANEL ONLY,,,,,,,,,ASSORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
LCD Panel,LTNA70BT08-G01,,,,,,,,,,,,,,,,,,135,,100,1,,6/2/2014 10:30,,LCD PANEL ONLY,,ASSORTED,,MIXED LCD PANEL ONLY,,,,,,,,,ASSORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
LCD Panel,LTN160AT01-001,,,,,,,,,,,,,,,,,,135,,100,1,,6/2/2014 10:30,,LCD PANEL ONLY,,ASSORTED,,MIXED LCD PANEL ONLY,,,,,,,,,ASSORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
LCD Panel,LTN160AT01,,,,,,,,,,,,,,,,,,135,,100,1,,6/2/2014 10:30,,LCD PANEL ONLY,,ASSORTED,,MIXED LCD PANEL ONLY,,,,,,,,,ASSORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
LCD panel,LTN156AT20-H01,,,,,,,,,,,,,,,,,,135,,100,1,,6/2/2014 10:30,,LCD PANEL ONLY,,ASSORTED,,MIXED LCD PANEL ONLY,,,,,,,,,ASSORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
lcd panel,LTN156AT15V0. 3_HF,,,,,,,,,,,,,,,,,,135,,100,1,,6/2/2014 10:30,,LCD PANEL ONLY,,ASSORTED,,MIXED LCD PANEL ONLY,,,,,,,,,ASSORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
lcd panel,LTN156AT05-H07,,,,,,,,,,,,,,,,,,135,,100,1,,6/2/2014 10:30,,LCD PANEL ONLY,,ASSORTED,,MIXED LCD PANEL ONLY,,,,,,,,,ASSORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
LCD panel,LP156WH4(T1)(N1),,,,,,,,,,,,,,,,,,135,,100,1,,6/2/2014 10:30,,LCD PANEL ONLY,,ASSORTED,,MIXED LCD PANEL ONLY,,,,,,,,,ASSORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
LCD panel,LP154WX7,,,,,,,,,,,,,,,,,,135,,100,1,,6/2/2014 10:30,,LCD PANEL ONLY,,ASSORTED,,MIXED LCD PANEL ONLY,,,,,,,,,ASSORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
LCD Panel,BX133XW01 v.2,,,,,,,,,,,,,,,,,,135,,100,1,,6/2/2014 10:30,,LCD PANEL ONLY,,ASSORTED,,MIXED LCD PANEL ONLY,,,,,,,,,ASSORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
LCD panel,B156XW04 V.5,,,,,,,,,,,,,,,,,,135,,100,1,,6/2/2014 10:30,,LCD PANEL ONLY,,ASSORTED,,MIXED LCD PANEL ONLY,,,,,,,,,ASSORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
LCD Panel,B156XW02,,,,,,,,,,,,,,,,,,135,,100,1,,6/2/2014 10:30,,LCD PANEL ONLY,,ASSORTED,,MIXED LCD PANEL ONLY,,,,,,,,,ASSORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
LCD Panel,B145XW04 V.5,,,,,,,,,,,,,,,,,,135,,100,1,,6/2/2014 10:30,,LCD PANEL ONLY,,ASSORTED,,MIXED LCD PANEL ONLY,,,,,,,,,ASSORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
lcd,LTN170X2-L02,,,,,,,,,,,,,,,,,,135,,100,1,,6/2/2014 10:30,,LCD PANEL ONLY,,ASSORTED,,MIXED LCD PANEL ONLY,,,,,,,,,ASSORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
"17.3"" LED Pannel",LP173WD1,,,,,,,,,,,,,,,,,,135,,100,1,,6/2/2014 10:30,,LCD PANEL ONLY,,ASSORTED,,MIXED LCD PANEL ONLY,,,,,,,,,ASSORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
LCD Bezel,13GNUH1AP012-1,,,,,,,,,,,,,,,,,,25,,100,1,,6/2/2014 10:30,,FRONT BEZEL,,ASUS,,ASUS FRONT BEZEL,,,,,,,,,ASUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
LCD back cover,13GNUH1AM022-1,,,,,,,,,,,,,,,,,,27,,100,1,,6/2/2014 10:30,,LCD BACK COVER,,ASUS,,ASUS LCD BACK COVER,,,,,,,,,ASUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
LCD Back cover,13GNBH2AP043-1,,,,,,,,,,,,,,,,,,27,,100,1,,6/2/2014 10:30,,LCD BACK COVER,,ASUS,,ASUS LCD BACK COVER,,,,,,,,,ASUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Keyboard,04GN5I1KUS00-7,,,,,,,,,,,,,,,,,,35,,100,1,,6/2/2014 10:30,,KEYBOARD ENGLISH,,ASUS,,ASUS KEYBOARD US,,,,,,,,,ASUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Keyboard,04GN58BKUS00-7,,,,,,,,,,,,,,,,,,35,,100,1,,6/2/2014 10:30,,KEYBOARD ENGLISH,,ASUS,,ASUS KEYBOARD US,,,,,,,,,ASUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
adap,04G2660047L2,,,,,,,,,,,,,,,,,,39,,100,1,,6/2/2014 10:30,,ADAPTER,,ASUS,,ASUS ADAPTER,,,,,,,,,ASUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
AC adapter,0A001-00230000,,,,,,,,,,,,,,,,,,39,,100,1,,6/2/2014 10:30,,ADAPTER,,ASUS,,ASUS ADAPTER,,,,,,,,,ASUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
AC adapter,0A001-00080200,,,,,,,,,,,,,,,,,,39,,100,1,,6/2/2014 10:30,,ADAPTER,,ASUS,,ASUS ADAPTER,,,,,,,,,ASUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Ac adapter,0A001-00050100,,,,,,,,,,,,,,,,,,39,,100,1,,6/2/2014 10:30,,ADAPTER,,ASUS,,ASUS ADAPTER,,,,,,,,,ASUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Ac Adapter,0A001-00041500,,,,,,,,,,,,,,,,,,39,,100,1,,6/2/2014 10:30,,ADAPTER,,ASUS,,ASUS ADAPTER,,,,,,,,,ASUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
TP - FPC -,14010-00097600,,,,,,,,,,,,,,,,,,45,,100,1,,6/2/2014 10:30,,OTHER,,ASUS,,ASUS OTHER,,,,,,,,,ASUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Touchpad,04060-00160000,,,,,,,,,,,,,,,,,,45,,100,1,,6/2/2014 10:30,,OTHER,,ASUS,,ASUS OTHER,,,,,,,,,ASUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Touchpad,04060-00120300,,,,,,,,,,,,,,,,,,45,,100,1,,6/2/2014 10:30,,OTHER,,ASUS,,ASUS OTHER,,,,,,,,,ASUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Hard drive/ram door,13GN3X1AP031-1,,,,,,,,,,,,,,,,,,45,,100,1,,6/2/2014 10:30,,OTHER,,ASUS,,ASUS OTHER,,,,,,,,,ASUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Front USB Module,04G070001000DP,,,,,,,,,,,,,,,,,,45,,100,1,,6/2/2014 10:30,,OTHER,,ASUS,,ASUS OTHER,,,,,,,,,ASUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
